"Time","Pyranometre_Est_Wm.mean","Pyranometre_Nord_Wm.mean","Pyranometre_Ouest_Wm.mean","Pyranometre_Sud_Wm.mean"
"2020-04-03-14",30.1665,32.5,59.08325,642.50675
"2020-04-03-15",26.16675,33,382.17,563.067
"2020-04-03-16",21.91675,33,550.96,352.02
"2020-04-03-17",18.41675,25.8335,480.16025,40
"2020-04-03-18",17.91675,20.25,334.66675,52.5
"2020-04-03-19",3,2,26,9
"2020-04-03-20",0,0,0,0
"2020-04-03-21",0,0,0,0
"2020-04-03-22",0,0,0,0
"2020-04-03-23",0,0,0,0
"2020-04-04-00",0,0,0,0
"2020-04-04-01",0,0,0,0
"2020-04-04-02",0,0,0,0
"2020-04-04-03",0,0,0,0
"2020-04-04-04",0,0,0,0
"2020-04-04-05",0,0,0,0
"2020-04-04-06",0,0,0,0
"2020-04-04-07",0,0,0,0
"2020-04-04-08",108.01325,1,0,0
"2020-04-04-09",213.3365,3,2.5,99.50675
"2020-04-04-10",450.10675,10.83325,12.66675,387.0265
"2020-04-04-11",234.86,21.91675,25.4165,539.0665
"2020-04-04-12",41,25.91675,39,638.05325
"2020-04-04-13",39.5,32.5,54.5,685.11975
"2020-04-04-14",38,39.08325,74.41675,632.10675
"2020-04-04-15",31.1665,38.5,434.60675,591.03975
"2020-04-04-16",30.58325,39,619.8935,347.53325
"2020-04-04-17",20.41675,34.5,559.27975,45
"2020-04-04-18",16.8335,19.75025,400.70675,66
"2020-04-04-19",5.5,3,58.09325,10.5
"2020-04-04-20",0,0,0,0
"2020-04-04-21",0,0,0,0
"2020-04-04-22",0,0,0,0
"2020-04-04-23",0,0,0,0
"2020-04-05-00",0,0,0,0
"2020-04-05-01",0,0,0,0
"2020-04-05-02",0,0,0,0
"2020-04-05-03",0,0,0,0
"2020-04-05-04",0,0,0,0
"2020-04-05-05",0,0,0,0
"2020-04-05-06",0,0,0,0
"2020-04-05-07",0,0,0,0
"2020-04-05-08",120.0935,2,0,0
"2020-04-05-09",215.28325,9,7,85.02
"2020-04-05-10",450.65325,14.00025,13.58325,407.52
"2020-04-05-11",237.27325,28,29.75,559.52
"2020-04-05-12",45.5,31.5,43.41675,654.05325
"2020-04-05-13",43.5,35,57.5,690.08
"2020-04-05-14",39.5,40,64,679.46675
"2020-04-05-15",32.58325,42,432.51675,602.53325
"2020-04-05-16",23.4165,39,616.32025,303.48675
"2020-04-05-17",25.66675,36,553.5735,45
"2020-04-05-18",19.8335,23.83325,399.02675,68.5
"2020-04-05-19",8.5,3.08325,62.67325,10
"2020-04-05-20",0,0,0,0
"2020-04-05-21",0,0,0,0
"2020-04-05-22",0,0,0,0
"2020-04-05-23",0,0,0,0
"2020-04-06-00",0,0,0,0
"2020-04-06-01",0,0,0,0
"2020-04-06-02",0,0,0,0
"2020-04-06-03",0,0,0,0
"2020-04-06-04",0,0,0,0
"2020-04-06-05",0,0,0,0
"2020-04-06-06",0,0,0,0
"2020-04-06-07",1,0,0,0
"2020-04-06-08",97.93,0.5,0,0
"2020-04-06-09",186.28,8.16675,3,67.50675
"2020-04-06-10",413.96,17.667,14.5,396.0665
"2020-04-06-11",237.42675,31.5,30.75025,545.52025
"2020-04-06-12",53.5,35.5,43,646.02675
"2020-04-06-13",47,37.5,59,690.61325
"2020-04-06-14",40.5,43.5,70.83325,670.05325
"2020-04-06-15",35.58325,40.5,421.04675,587.52
"2020-04-06-16",27.25,40.5,611.4935,263.5265
"2020-04-06-17",24.91675,37.5,549.97325,51.5
"2020-04-06-18",26.16675,21.1665,381.52025,60
"2020-04-06-19",6,3.08325,67.7565,8
"2020-04-06-20",0,0,0,0
"2020-04-06-21",0,0,0,0
"2020-04-06-22",0,0,0,0
"2020-04-06-23",0,0,0,0
"2020-04-07-00",0,0,0,0
"2020-04-07-01",0,0,0,0
"2020-04-07-02",0,0,0,0
"2020-04-07-03",0,0,0,0
"2020-04-07-04",0,0,0,0
"2020-04-07-05",0,0,0,0
"2020-04-07-06",0,0,0,0
"2020-04-07-07",4.91675,0,0,0
"2020-04-07-08",79.58325,1,0,0
"2020-04-07-09",144.76675,6.08325,1.5,45
"2020-04-07-10",358.80025,13.9165,16.5,370.56
"2020-04-07-11",219.0935,28.91675,33.91675,535.54675
"2020-04-07-12",57.5,35.5,48.5,634.56
"2020-04-07-13",46,42.5,64.5,666.98675
"2020-04-07-14",42,40,79.25,645.54675
"2020-04-07-15",40,40,410.87325,573.54675
"2020-04-07-16",34.5,37.5,594.85325,226
"2020-04-07-17",26.5,34.5,526.16,54
"2020-04-07-18",23.3335,25.91675,366.8665,58
"2020-04-07-19",7.5,0,61.76325,5
"2020-04-07-20",0.5,0,0,0
"2020-04-07-21",0.5,0,0,0
"2020-04-07-22",0.5,0,0,0
"2020-04-07-23",0,0,0,0
"2020-04-08-00",0,0,0,0
"2020-04-08-01",0,0,0,0
"2020-04-08-02",0,0,0,0
"2020-04-08-03",0,0,0,0
"2020-04-08-04",0,0,0,0
"2020-04-08-05",0,0,0,0
"2020-04-08-06",0,0,0,0
"2020-04-08-07",6.33325,1,0,0
"2020-04-08-08",95.00675,2,0,0
"2020-04-08-09",131.9265,5.5,1,25.5
"2020-04-08-10",283.36675,17.49975,16.1665,384.02675
"2020-04-08-11",219.74325,29.5,33.25025,544.56025
"2020-04-08-12",50,36.5,44,636.0265
"2020-04-08-13",43.5,37.5,64,686.56025
"2020-04-08-14",40,42.5,71.25,675.04
"2020-04-08-15",39.5,40.5,424.50675,599.0135
"2020-04-08-16",35.58325,43.5,625.89325,192.00675
"2020-04-08-17",28.25,36.5,551.12,53
"2020-04-08-18",25.08325,24.33325,392.46675,55.5
"2020-04-08-19",9.5,1.5,61.50675,5
"2020-04-08-20",1,0,0,0
"2020-04-08-21",0.5,0,0,0
"2020-04-08-22",0,0,0,0
"2020-04-08-23",0,0,0,0
"2020-04-09-00",0,0,0,0
"2020-04-09-01",0,0,0,0
"2020-04-09-02",0,0,0,0
"2020-04-09-03",0,0,0,0
"2020-04-09-04",0,0,0,0
"2020-04-09-05",0,0,0,0
"2020-04-09-06",0,0,0,0
"2020-04-09-07",5.91675,0.5,0,0
"2020-04-09-08",84.3465,1,1,0.5
"2020-04-09-09",123.66325,5.08325,2,15.5
"2020-04-09-10",245.7135,14.99975,16.66675,394.52
"2020-04-09-11",237.35325,29.5,32.41675,551.01325
"2020-04-09-12",53,35,46.5,649.4665
"2020-04-09-13",44,44.6665,62.5,694.50675
"2020-04-09-14",40,45.25,69.58325,680.02675
"2020-04-09-15",37.1665,46.75,408.21325,596.0535
"2020-04-09-16",34.08325,41,624.053,171.98675
"2020-04-09-17",29.24975,42.66675,559.89325,55.5
"2020-04-09-18",20.66675,28.33325,411.81325,64.5
"2020-04-09-19",8.5,3,67.76,6.5
"2020-04-09-20",1,0,0,0
"2020-04-09-21",0.5,0,0,0
"2020-04-09-22",0,0,0,0
"2020-04-09-23",0,0,0,0
"2020-04-10-00",0,0,0,0
"2020-04-10-01",0,0,0,0
"2020-04-10-02",0,0,0,0
"2020-04-10-03",0,0,0,0
"2020-04-10-04",0,0,0,0
"2020-04-10-05",0,0,0,0
"2020-04-10-06",0,0,0,0
"2020-04-10-07",3.91675,2.08325,0,0
"2020-04-10-08",64.67325,1.5,0,0
"2020-04-10-09",97.01675,6,2,9
"2020-04-10-10",238.27975,14.5,16.1665,379.52675
"2020-04-10-11",228.43,31,33.3335,570
"2020-04-10-12",50.5,40,44,661.01325
"2020-04-10-13",46,39,65.08325,698.56025
"2020-04-10-14",43.5,44.5,76.41675,668.48
"2020-04-10-15",42,50.4165,407.13675,596.58675
"2020-04-10-16",32.41675,44.5,622.82675,128.5
"2020-04-10-17",27.24975,41,550.9335,54
"2020-04-10-18",25.5,25.33325,382.08025,52
"2020-04-10-19",8.5,5.58325,61.09,7.5
"2020-04-10-20",1.5,0,0,0
"2020-04-10-21",0.5,0,0,0
"2020-04-10-22",0,0,0,0
"2020-04-10-23",0,0,0,0
"2020-04-11-00",0,0,0,0
"2020-04-11-01",0,0,0,0
"2020-04-11-02",0,0,0,0
"2020-04-11-03",0,0,0,0
"2020-04-11-04",0,0,0,0
"2020-04-11-05",0,0,0,0
"2020-04-11-06",0,0,0,0
"2020-04-11-07",10.75,2.58325,0,0
"2020-04-11-08",65.17,1,0,0
"2020-04-11-09",80.83325,5.58325,1.5,7
"2020-04-11-10",244.66325,18.5835,18.6665,355.57325
"2020-04-11-11",224.09675,35.5,31.16675,570.08
"2020-04-11-12",51.5,41.5,41.41675,663.04025
"2020-04-11-13",46,43.6665,58.5,699.04
"2020-04-11-14",41,46.33325,76,684.02675
"2020-04-11-15",43,47.08325,405.5865,594.55975
"2020-04-11-16",34.6665,47.6665,632.58675,90
"2020-04-11-17",29.08325,42.5,557.17325,52.5
"2020-04-11-18",27.25,31.5,409.2,49
"2020-04-11-19",9.5,4.5,58.5,8
"2020-04-11-20",0.5,0,0,0
"2020-04-11-21",1.5,0,0,0
"2020-04-11-22",0.5,0,0,0
"2020-04-11-23",0,0,0,0
"2020-04-12-00",0,0,0,0
"2020-04-12-01",0,0,0,0
"2020-04-12-02",0,0,0,0
"2020-04-12-03",0,0,0,0
"2020-04-12-04",0,0,0,0
"2020-04-12-05",0,0,0,0
"2020-04-12-06",0,0,0,0
"2020-04-12-07",8.83325,1.58325,0,0
"2020-04-12-08",63.8335,2,2.5,1
"2020-04-12-09",72.0835,12.24975,12,20
"2020-04-12-10",221.5035,18.00025,33.75025,285.04
"2020-04-12-11",173.01,31.5,51.5,365.03975
"2020-04-12-12",71.16675,51.5,79.0835,545.5735
"2020-04-12-13",67.3335,41.08325,102.5,341.53325
"2020-04-12-14",67.8335,45.25,128.02,256.5335
"2020-04-12-15",53.5,38,143.36,155.50675
"2020-04-12-16",47.5,37.58325,223.10025,96.5
"2020-04-12-17",33.16675,31.91675,278.60675,63
"2020-04-12-18",13,9.333,124.43025,32.5
"2020-04-12-19",2.5,0,6.58325,0.5
"2020-04-12-20",0,0,0,0
"2020-04-12-21",0,0,0,0
"2020-04-12-22",0,0,0,0
"2020-04-12-23",0,0,0,0
"2020-04-13-00",0,0,0,0
"2020-04-13-01",0,0,0,0
"2020-04-13-02",0,0,0,0
"2020-04-13-03",0,0,0,0
"2020-04-13-04",0,0,0,0
"2020-04-13-05",0,0,0,0
"2020-04-13-06",0,0,0,0
"2020-04-13-07",1,0,0,0
"2020-04-13-08",12.8335,0.5,0.5,5.5
"2020-04-13-09",50.91675,5.58325,12.16675,28
"2020-04-13-10",154.32675,20.75,41.91675,197.54675
"2020-04-13-11",171.90325,37,68.66675,356.5065
"2020-04-13-12",74,47.3335,97.5,345.50675
"2020-04-13-13",71.3335,55.66675,111.58675,414.04
"2020-04-13-14",61.41675,58.41675,136.19325,476.0535
"2020-04-13-15",56,50.4165,292.44675,276.52675
"2020-04-13-16",46.08325,44.33325,351.5265,109
"2020-04-13-17",31.25,27.33325,166.37325,61
"2020-04-13-18",12,4.08325,29.5,14
"2020-04-13-19",3.5,0,4,1
"2020-04-13-20",0,0,0,0
"2020-04-13-21",0.5,0,0,0
"2020-04-13-22",1,0,0,0
"2020-04-13-23",0,0,0,0
"2020-04-14-00",0,0,0,0
"2020-04-14-01",0,0,0,0
"2020-04-14-02",0,0,0,0
"2020-04-14-03",0,0,0,0
"2020-04-14-04",0,0,0,0
"2020-04-14-05",0,0,0,0
"2020-04-14-06",0,0,0,0
"2020-04-14-07",10.8335,4.6665,0,0
"2020-04-14-08",52.42,2,0.5,1
"2020-04-14-09",53.33325,6,7,8
"2020-04-14-10",160.28,18.08325,26.5,229.0135
"2020-04-14-11",182.93,33,36,524.56
"2020-04-14-12",55.5,36.5,49,618.5335
"2020-04-14-13",46.5,40,60,667.09325
"2020-04-14-14",37.5,43.58325,79.75,644.53325
"2020-04-14-15",37.58325,46.66675,396.94,415.5465
"2020-04-14-16",25.83325,44.1665,648.50675,67
"2020-04-14-17",26.333,40.66675,587.86675,44
"2020-04-14-18",18.75,29,444.96,22.5
"2020-04-14-19",9.41675,6.08325,81.0965,4.5
"2020-04-14-20",0,0,0,0
"2020-04-14-21",0,0,0,0
"2020-04-14-22",0,0,0,0
"2020-04-14-23",0,0,0,0
"2020-04-15-00",0,0,0,0
"2020-04-15-01",0,0,0,0
"2020-04-15-02",0,0,0,0
"2020-04-15-03",0,0,0,0
"2020-04-15-04",0,0,0,0
"2020-04-15-05",0,0,0,0
"2020-04-15-06",0,0,0,0
"2020-04-15-07",15.25,5.66675,0,0
"2020-04-15-08",46.00675,1.5,0,0
"2020-04-15-09",55.83325,7,2.5,6
"2020-04-15-10",179.33325,14,14.08325,201.50675
"2020-04-15-11",189.36,26.91675,32.41675,534.56
"2020-04-15-12",45,37.5,48.5,635.03975
"2020-04-15-13",43,42.58325,59,674.98675
"2020-04-15-14",40,47.833,73.41675,648.56025
"2020-04-15-15",33.5,44.75,385.76,359.02
"2020-04-15-16",31.1665,42.25,614.10675,79.5
"2020-04-15-17",28.25,39,550.10675,55.5
"2020-04-15-18",20.8335,28.41675,400.63975,40
"2020-04-15-19",9.91675,5.16675,72.84675,7.5
"2020-04-15-20",0.5,0,0,0
"2020-04-15-21",0,0,0,0
"2020-04-15-22",0,0,0,0
"2020-04-15-23",0,0,0,0
"2020-04-16-00",0,0,0,0
"2020-04-16-01",0,0,0,0
"2020-04-16-02",0,0,0,0
"2020-04-16-03",0,0,0,0
"2020-04-16-04",0,0,0,0
"2020-04-16-05",0,0,0,0
"2020-04-16-06",0,0,0,0
"2020-04-16-07",5.5,0,0,0
"2020-04-16-08",18.75,0,0,0.5
"2020-04-16-09",60.83675,9.24975,4.5,18
"2020-04-16-10",197.0835,18.08325,21.25,149.51325
"2020-04-16-11",174.58,35,34.91675,472.5335
"2020-04-16-12",58,39.58325,53,620.53325
"2020-04-16-13",52.5,52.16675,94.42675,669.4935
"2020-04-16-14",39,51,100.5,578.56025
"2020-04-16-15",36.24975,46.25,296.98,306.02
"2020-04-16-16",49,47.41675,429.5665,108
"2020-04-16-17",29.25,33.5,364.69325,61
"2020-04-16-18",28.25,32.5,384.9735,37
"2020-04-16-19",6.5,6.66675,64.25325,5.5
"2020-04-16-20",0,0,0,0
"2020-04-16-21",0.5,0,0,0
"2020-04-16-22",1,0,0,0
"2020-04-16-23",0,0,0,0
"2020-04-17-00",0.5,0,0,0
"2020-04-17-01",0,0,0,0
"2020-04-17-02",0,0,0,0
"2020-04-17-03",0,0,0,0
"2020-04-17-04",0,0,0,0
"2020-04-17-05",0,0,0,0
"2020-04-17-06",0,0,0,0
"2020-04-17-07",26.50025,3.08325,0,0
"2020-04-17-08",37.33675,5.5,1,1
"2020-04-17-09",77.83675,9.25,6.5,6.5
"2020-04-17-10",135.77675,18.75,32.75,99.50675
"2020-04-17-11",140.0835,30,61.58325,269.53325
"2020-04-17-12",71.0835,40.5,76.0835,326.0665
"2020-04-17-13",64.91675,43.08325,96.91675,414.5465
"2020-04-17-14",55.5,40.5,114.76,302.0665
"2020-04-17-15",54,47.1665,275.53325,193.02
"2020-04-17-16",44.58325,39.75,324.02,86
"2020-04-17-17",24.5835,11.41675,70.84,42
"2020-04-17-18",14,3,44.83325,16
"2020-04-17-19",4.5,0,14.25,0
"2020-04-17-20",0,0,0,0
"2020-04-17-21",0.5,0,0,0
"2020-04-17-22",1,0,0,0
"2020-04-17-23",0,0,0,0
"2020-04-18-00",0,0,0,0
"2020-04-18-01",0,0,0,0
"2020-04-18-02",0,0,0,0
"2020-04-18-03",0,0,0,0
"2020-04-18-04",0,0,0,0
"2020-04-18-05",0,0,0,0
"2020-04-18-06",0,0,0,0
"2020-04-18-07",28.33325,1,0,0
"2020-04-18-08",47.92,5.58325,4,5.5
"2020-04-18-09",42.83325,3.5,17.1665,27.5
"2020-04-18-10",98.5065,11.24975,34.91675,83
"2020-04-18-11",115.08325,26.41675,51,278.5335
"2020-04-18-12",70,39.5,60,522.5065
"2020-04-18-13",56.5,48.25,67.5,637.01325
"2020-04-18-14",41.08325,46.75,81.58325,587.5465
"2020-04-18-15",27.4165,33,279.41325,166.00675
"2020-04-18-16",43.5,51.41675,534.50675,118
"2020-04-18-17",31.6665,32,302.5335,71.5
"2020-04-18-18",16.83325,14.4165,162.41675,32.5
"2020-04-18-19",8,7.16675,57.92,10.5
"2020-04-18-20",0,0,0,0
"2020-04-18-21",1,0,0.5,0
"2020-04-18-22",1,0,0,0
"2020-04-18-23",0,0,0,0
"2020-04-19-00",0.5,0,0,0
"2020-04-19-01",0,0,0,0
"2020-04-19-02",0,0,0,0
"2020-04-19-03",0,0,0,0
"2020-04-19-04",0,0,0,0
"2020-04-19-05",0,0,0,0
"2020-04-19-06",0,0,0,0
"2020-04-19-07",0,0,0,0
"2020-04-19-08",0.5,0,0.5,0
"2020-04-19-09",9,0,8.5,9
"2020-04-19-10",29.41675,3,36.3335,39.5
"2020-04-19-11",27.33325,6.58325,37.3335,31.5
"2020-04-19-12",25,6.66675,40.83325,35.5
"2020-04-19-13",40.58325,17.4165,63.16675,60.5
"2020-04-19-14",29.6665,10.25,50.5,36
"2020-04-19-15",9.91675,2,25.3335,23
"2020-04-19-16",9.41675,3.5,29,24
"2020-04-19-17",10.5,5,33.75,19.5
"2020-04-19-18",6.5,0,7,3
"2020-04-19-19",0,0,1,0.5
"2020-04-19-20",0,0,0,0
"2020-04-19-21",0.5,0,0,0
"2020-04-19-22",0,0,0,0
"2020-04-19-23",0,0,0,0
"2020-04-20-00",0,0,0,0
"2020-04-20-01",0,0,0,0
"2020-04-20-02",0,0,0,0
"2020-04-20-03",0,0,0,0
"2020-04-20-04",0,0,0,0
"2020-04-20-05",0,0,0,0
"2020-04-20-06",0,0,0,0
"2020-04-20-07",0,0,0,0
"2020-04-20-08",13.75,1,6,9.5
"2020-04-20-09",91.67,20.33325,36.83325,47
"2020-04-20-10",103.92,29.91675,59.6665,98
"2020-04-20-11",82.33325,35.5,78.5835,173.50675
"2020-04-20-12",63.41675,35.58325,92.5,139.50675
"2020-04-20-13",49.5,29.5,84.91675,96
"2020-04-20-14",38.5,21.41675,65.25,58
"2020-04-20-15",40.08325,21.6665,90.59,77
"2020-04-20-16",34.75,27,115.35325,74
"2020-04-20-17",17.5,6.58325,47.41675,34.5
"2020-04-20-18",7.5,0.5,8.5,5
"2020-04-20-19",2,0,0.5,0
"2020-04-20-20",0,0,0,0
"2020-04-20-21",0.5,0,0,0
"2020-04-20-22",0,0,0,0
"2020-04-20-23",2,0,0,0
"2020-04-21-00",0.5,0,0,0
"2020-04-21-01",0,0,0,0
"2020-04-21-02",0,0,0,0
"2020-04-21-03",0,0,0,0
"2020-04-21-04",0,0,0,0
"2020-04-21-05",0,0,0,0
"2020-04-21-06",0,0,0,0
"2020-04-21-07",0,0,0,0
"2020-04-21-08",0,0,0,0
"2020-04-21-09",2.5,0,3.5,1
"2020-04-21-10",4,2,13,8.5
"2020-04-21-11",15.5,5,27.0835,19.5
"2020-04-21-12",18.5,9.83325,36.5,28.5
"2020-04-21-13",27.5835,15.50025,57.5,50
"2020-04-21-14",39.5,18.58325,74.91675,65.5
"2020-04-21-15",46.5,28.5,106.5035,87
"2020-04-21-16",36.1665,29,111.7635,75.5
"2020-04-21-17",22,14.5,67.25,47
"2020-04-21-18",8.5,1.5,24.91675,12
"2020-04-21-19",1,0,2.5,0
"2020-04-21-20",0,0,0,0
"2020-04-21-21",0,0,0,0
"2020-04-21-22",0,0,0,0
"2020-04-21-23",0,0,0,0
"2020-04-22-00",0,0,0,0
"2020-04-22-01",0,0,0,0
"2020-04-22-02",0,0,0,0
"2020-04-22-03",0,0,0,0
"2020-04-22-04",0,0,0,0
"2020-04-22-05",0,0,0,0
"2020-04-22-06",0,0,0,0
"2020-04-22-07",6.41675,0,0,0
"2020-04-22-08",37.16675,9.83325,10,13
"2020-04-22-09",66.1635,16.5835,19.08325,22.5
"2020-04-22-10",164.85675,22.58325,29.16675,43.5
"2020-04-22-11",148.27675,39,39.33325,218.03325
"2020-04-22-12",55.5,44.08325,55,613.0665
"2020-04-22-13",62.75,49.8335,105.67675,526.51325
"2020-04-22-14",67.66675,58.75,143.94,341.54
"2020-04-22-15",44,51.9165,343.88675,159.5135
"2020-04-22-16",38,52.5835,582,84
"2020-04-22-17",30.75,42.5,534.2135,58
"2020-04-22-18",27.41675,31.41675,382.7065,34.5
"2020-04-22-19",12.5,13.3335,80.50325,9
"2020-04-22-20",1,0,0.5,0
"2020-04-22-21",0.5,0,0,0
"2020-04-22-22",1.5,0,0,0
"2020-04-22-23",0,0,0,0
"2020-04-23-00",0,0,0,0
"2020-04-23-01",0,0,0,0
"2020-04-23-02",0,0,0,0
"2020-04-23-03",0,0,0,0
"2020-04-23-04",0,0,0,0
"2020-04-23-05",0,0,0,0
"2020-04-23-06",0,0,0,0
"2020-04-23-07",69.5835,1,0,0
"2020-04-23-08",101.4135,6.58325,0,0.5
"2020-04-23-09",73.33675,12.833,7,7.5
"2020-04-23-10",140.2465,24.91675,25.83325,44.5
"2020-04-23-11",127.59675,33.5,40,108.5
"2020-04-23-12",58,40,55,533.04
"2020-04-23-13",54.5,61.33325,95.92,588.50675
"2020-04-23-14",57.91675,66.5,122.84675,183.52675
"2020-04-23-15",46.4165,45.83325,287.18675,97
"2020-04-23-16",31.91675,27.25,159.16325,77.5
"2020-04-23-17",26.5,19.5,149.0135,51
"2020-04-23-18",9,8.24975,92.00025,24.5
"2020-04-23-19",4.5,2.58325,36.66675,1
"2020-04-23-20",0.5,0,0.5,0
"2020-04-23-21",0,0,0,0
"2020-04-23-22",1,0,0,0
"2020-04-23-23",0,0,0,0
"2020-04-24-00",0.5,0,0,0
"2020-04-24-01",0.5,0,0,0
"2020-04-24-02",0,0,0,0
"2020-04-24-03",0,0,0,0
"2020-04-24-04",0,0,0,0
"2020-04-24-05",0,0,0,0
"2020-04-24-06",0,0,0,0
"2020-04-24-07",68.17325,0,0,0
"2020-04-24-08",122.08675,6.6665,2,0
"2020-04-24-09",86.76325,9.83325,6.5,10
"2020-04-24-10",140.1035,22.25,30.58325,45
"2020-04-24-11",130.15675,42.33325,54.16675,84.5
"2020-04-24-12",67.8335,49.91675,87.83325,387.54675
"2020-04-24-13",58.5,52.4165,77.41675,439.54675
"2020-04-24-14",53.91675,57.75,106,124.00675
"2020-04-24-15",44.6665,52.5,380.53025,120.5
"2020-04-24-16",47.5,52.5,533.77325,103
"2020-04-24-17",43.5,52.99975,575.01325,57
"2020-04-24-18",26.4165,40.5,406.8,34
"2020-04-24-19",16,16.91675,116.91,13
"2020-04-24-20",0,0,4,0
"2020-04-24-21",0.5,0,0,0
"2020-04-24-22",1.5,0,0,0
"2020-04-24-23",1,0,0,0
"2020-04-25-00",0,0,0,0
"2020-04-25-01",0,0,0,0
"2020-04-25-02",0,0,0,0
"2020-04-25-03",0,0,0,0
"2020-04-25-04",0,0,0,0
"2020-04-25-05",0,0,0,0
"2020-04-25-06",0,0,0,0
"2020-04-25-07",87.34,0.5,0,0
"2020-04-25-08",127.4935,10.25,2.5,0
"2020-04-25-09",131.4035,10.74975,10.5,5.5
"2020-04-25-10",156.93325,25.41675,27.5,40
"2020-04-25-11",118.66675,38,37.41675,67.5
"2020-04-25-12",67.58325,48.74975,72.33325,225.52675
"2020-04-25-13",62.75,56.08325,99.0035,270.02675
"2020-04-25-14",54,56.8335,105,118
"2020-04-25-15",48.58325,64.91675,368.91325,100
"2020-04-25-16",58.41675,65.91675,602.47325,105
"2020-04-25-17",48.5,59.75025,579.65325,94
"2020-04-25-18",15.66675,16,132.66325,23
"2020-04-25-19",0,0,0,0
"2020-04-25-20",0.5,0,0,0
"2020-04-25-21",0,0,0,0
"2020-04-25-22",0,0,0,0
"2020-04-25-23",0,0,0,0
"2020-04-26-00",0,0,0,0
"2020-04-26-01",0,0,0,0
"2020-04-26-02",0,0,0,0
"2020-04-26-03",0,0,0,0
"2020-04-26-04",0,0,0,0
"2020-04-26-05",0,0,0,0
"2020-04-26-06",0,0,0,0
"2020-04-26-07",24.16675,0.5,0,0
"2020-04-26-08",19.66675,0.5,4.5,3
"2020-04-26-09",11.5,2,22,27.5
"2020-04-26-10",171.0165,29,50.58325,94.5
"2020-04-26-11",91.66675,34,90.91675,128.5
"2020-04-26-12",72.16675,34,106,161.02
"2020-04-26-13",71.75,41.66675,93,172.52
"2020-04-26-14",47,29,91.25675,90.00675
"2020-04-26-15",41.16675,50.0835,264.96675,113.5
"2020-04-26-16",41.6665,49.08675,467.36,100.5
"2020-04-26-17",11.41675,8.25,81.6,29.5
"2020-04-26-18",0,0,0,0
"2020-04-26-19",0,1,0,0
"2020-04-26-20",0,0,0,0
"2020-04-26-21",0,0,0,0
"2020-04-26-22",0,0,0,0
"2020-04-26-23",0,0,0,0
"2020-04-27-00",0,0,0,0
"2020-04-27-01",0,0,0,0
"2020-04-27-02",0,0,0,0
"2020-04-27-03",0,0,0,0
"2020-04-27-04",0,0,0,0
"2020-04-27-05",0,0,0,0
"2020-04-27-06",0,0,0,0
"2020-04-27-07",0,0,0,0
"2020-04-27-08",3.91675,0,2.5,2
"2020-04-27-09",42.25,1,13,23.5
"2020-04-27-10",177.5165,23.25,22.5,44
"2020-04-27-11",104.5035,31.91675,48,98
"2020-04-27-12",62.33325,36.66675,78.5,138.50675
"2020-04-27-13",34.25,14.41675,52.9165,54
"2020-04-27-14",47.5835,34.16675,76.00325,89.5
"2020-04-27-15",45,42.25,139.35,108
"2020-04-27-16",7.91675,2.5,20.33325,12
"2020-04-27-17",6,0,7.08325,14
"2020-04-27-18",2,0,3.58325,0
"2020-04-27-19",0,0,0.5,0.5
"2020-04-27-20",0.5,0,0,0
"2020-04-27-21",0.5,0,0,0
"2020-04-27-22",0,0,0,0
"2020-04-27-23",0.5,0,0,0
"2020-04-28-00",0,0,0,0
"2020-04-28-01",0,0,0,0
"2020-04-28-02",0,0,0,0
"2020-04-28-03",0,0,0,0
"2020-04-28-04",0,0,0,0
"2020-04-28-05",0,0,0,0
"2020-04-28-06",0,0,0,0
"2020-04-28-07",0,0,0,0
"2020-04-28-08",1,0,2.5,2
"2020-04-28-09",3,0.5,16,8.5
"2020-04-28-10",21.08325,4.08325,36.41675,26
"2020-04-28-11",41.5,16.16675,74.3335,51
"2020-04-28-12",18.75,7.08325,47.91675,45.5
"2020-04-28-13",13.8335,2.5,16.83325,24
"2020-04-28-14",19.25,7.1665,48.5,40.5
"2020-04-28-15",5,2,26.4165,22.5
"2020-04-28-16",24.0835,9.91675,59.083,47.5
"2020-04-28-17",2.5,0.5,19.33325,11
"2020-04-28-18",0,0,2.5,0
"2020-04-28-19",0,0,0,0
"2020-04-28-20",0,0,0,0
"2020-04-28-21",0,0,0,0
"2020-04-28-22",0,0,0,0
"2020-04-28-23",0,0,0,0
"2020-04-29-00",0,0,0,0
"2020-04-29-01",0,0,0,0
"2020-04-29-02",0,0,0,0
"2020-04-29-03",0,0,0,0
"2020-04-29-04",0,0,0,0
"2020-04-29-05",0,0,0,0
"2020-04-29-06",0,0,0,0
"2020-04-29-07",39.68,0.5,0,0
"2020-04-29-08",95.2565,9.33325,7.5,4
"2020-04-29-09",163.75,15,16.25,5
"2020-04-29-10",139.1035,31.83325,48.5,64.5
"2020-04-29-11",101.18,32.41675,48.41675,97
"2020-04-29-12",70.25,49.91675,62.16675,103
"2020-04-29-13",64.25,49.0835,77,107.5
"2020-04-29-14",50.5,57.41675,86.3335,94
"2020-04-29-15",43,54.667,363.94,64.5
"2020-04-29-16",32.08325,51.4165,683.41325,50.5
"2020-04-29-17",27.6665,41,624.1065,39.5
"2020-04-29-18",22.75,34,433.6665,28
"2020-04-29-19",7,27.42,193.3335,14
"2020-04-29-20",0.5,1,0.5,0
